age,workclass,education,marital.status,occupation,race,sex,hours.per.week,income
26,Private,Prof-school,Married,Prof-specialty,White,Male,40,1
37,Private,Masters,Married,Exec-managerial,White,Male,40,1
45,State-gov,Bachelors,Married,Exec-managerial,White,Male,60,1
37,Private,Assoc,Married-civ-spouse,Sales,White,Male,45,1
32,Private,Bachelors,Married,Sales,White,Male,45,1
39,Self-emp-inc,HS-grad,Married,Exec-managerial,White,Male,40,1
45,Private,Masters,Married,Exec-managerial,White,Male,43,1
41,Private,Bachelors,Married,Prof-specialty,White,Male,45,1
36,Self-emp-not-inc,HS-grad,Married,Farming-fishing,White,Male,65,1
51,State-gov,Masters,Married,Prof-specialty,White,Male,60,1
39,Private,Some-college,Married,Exec-managerial,White,Male,62,1
56,Self-emp-not-inc,Prof-school,Married,Prof-specialty,White,Male,50,1
53,Federal-gov,HS-grad,Married,Adm-clerical,Black,Male,40,1
40,Self-emp-not-inc,Assoc,Married-civ-spouse,Prof-specialty,White,Female,15,1
57,Private,Masters,Married,Exec-managerial,Black,Male,40,1
50,Local-gov,HS-grad,Married,Craft-repair,White,Male,35,1
34,Private,Prof-school,Married,Prof-specialty,White,Male,55,1
35,Private,Bachelors,Married,Exec-managerial,White,Female,30,1
30,Self-emp-not-inc,HS-grad,Married,Prof-specialty,White,Male,15,1
53,Local-gov,Masters,Married,Prof-specialty,White,Male,55,1
31,State-gov,Doctorate,Married,Prof-specialty,White,Male,70,1
37,Private,Bachelors,Married,Exec-managerial,White,Male,60,1
34,Private,Bachelors,Married,Sales,White,Male,50,1
36,Private,Masters,Married,Prof-specialty,White,Male,50,1
40,Private,Bachelors,Married,Exec-managerial,White,Male,50,1
51,Private,Some-college,Married,Craft-repair,White,Male,60,1
33,Private,HS-grad,Married,Sales,White,Male,45,1
40,Private,Doctorate,Married,Prof-specialty,White,Female,20,1
46,Self-emp-inc,Masters,Married,Sales,White,Male,60,1
54,Private,Doctorate,Married,Exec-managerial,White,Male,50,1
39,Private,Masters,Married,Prof-specialty,White,Female,24,1
54,Self-emp-inc,Some-college,Married,Sales,White,Male,40,1
31,Private,Doctorate,Married,Prof-specialty,White,Male,99,1
51,Private,Masters,Married,Exec-managerial,White,Male,50,1
36,Private,Masters,Married,Adm-clerical,White,Male,40,1
41,Self-emp-inc,Bachelors,Married,Exec-managerial,Asian-Pac-Islander,Male,60,1
56,Self-emp-not-inc,Some-college,Married,Exec-managerial,White,Female,50,1
38,Private,Bachelors,Married,Tech-support,White,Male,40,1
47,Private,HS-grad,Married,Craft-repair,White,Male,45,1
39,Local-gov,Masters,Married,Prof-specialty,White,Male,45,1
59,Private,Bachelors,Married,Exec-managerial,White,Male,50,1
54,Private,Doctorate,Married,Exec-managerial,White,Male,43,1
54,Self-emp-not-inc,Bachelors,Married,Exec-managerial,White,Female,35,1
31,Private,Bachelors,Married,Exec-managerial,White,Male,55,1
59,Self-emp-inc,Some-college,Married,Exec-managerial,White,Male,48,1
46,Private,Masters,Married,Prof-specialty,White,Male,50,1
57,Private,Doctorate,Married,Tech-support,White,Male,40,1
36,Private,Masters,Married,Prof-specialty,White,Female,44,1
44,Private,Bachelors,Married,Machine-op-inspct,White,Male,40,1
33,Private,Prof-school,Married,Prof-specialty,White,Male,50,1
54,Private,Some-college,Married,Tech-support,White,Male,18,1
55,Private,Masters,Married,Exec-managerial,White,Male,60,1
36,Private,Masters,Married,Sales,White,Male,50,1
49,Local-gov,Prof-school,Married,Prof-specialty,White,Female,60,1
41,Private,Prof-school,Married,Prof-specialty,White,Male,50,1
40,Private,Doctorate,Married,Prof-specialty,Asian-Pac-Islander,Male,45,1
43,Private,Bachelors,Married,Exec-managerial,White,Male,50,1
39,Local-gov,Masters,Married,Prof-specialty,White,Female,20,1
48,Private,Prof-school,Married,Prof-specialty,White,Male,45,1
43,Private,Bachelors,Married,Exec-managerial,White,Male,50,1
36,Private,Bachelors,Married,Prof-specialty,White,Male,45,1
39,Private,Masters,Never-married,Exec-managerial,White,Male,40,0
21,Private,Some-college,Never-married,Prof-specialty,Asian-Pac-Islander,Male,40,0
23,Private,Some-college,Never-married,Sales,White,Female,40,0
47,Private,HS-grad,Divorced,Exec-managerial,White,Female,40,0
30,Private,HS-grad,Never-married,Adm-clerical,White,Female,40,0
35,Private,Some-college,Never-married,Machine-op-inspct,White,Male,40,0
26,Private,Some-college,Never-married,Adm-clerical,White,Female,40,0
26,Private,Bachelors,Never-married,Exec-managerial,White,Male,55,0
41,Local-gov,Masters,Divorced,Prof-specialty,White,Male,40,0
30,Local-gov,Some-college,Never-married,Protective-serv,Black,Male,40,0
28,Private,HS-grad,Separated,Craft-repair,White,Male,40,0
56,Private,HS-grad,Widowed,Sales,White,Female,40,0
35,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,40,0
34,Private,Assoc,Never-married,Tech-support,White,Female,40,0
29,Private,HS-grad,Never-married,Craft-repair,White,Male,35,0
23,Private,Assoc,Never-married,Adm-clerical,White,Female,20,0
24,Federal-gov,HS-grad,Never-married,Adm-clerical,White,Female,40,0
62,Private,Some-college,Divorced,Adm-clerical,White,Male,40,0
77,Self-emp-not-inc,Some-college,Widowed,Adm-clerical,White,Female,1,0
47,Private,Prof-school,Married,Prof-specialty,White,Female,60,1
48,Self-emp-not-inc,Doctorate,Married,Prof-specialty,White,Male,60,1
42,Self-emp-not-inc,Prof-school,Married,Prof-specialty,White,Male,50,1
31,Private,Masters,Married,Tech-support,White,Male,40,1
43,Private,Bachelors,Married,Exec-managerial,White,Male,40,1
50,Private,Doctorate,Married,Prof-specialty,White,Male,65,1
36,Private,Bachelors,Married,Prof-specialty,White,Male,50,1
49,Local-gov,Masters,Married,Prof-specialty,White,Male,40,1
38,Private,HS-grad,Married,Craft-repair,White,Male,40,1
48,State-gov,Doctorate,Married,Prof-specialty,White,Female,46,1
46,Private,Bachelors,Married,Prof-specialty,White,Male,40,1
56,Self-emp-not-inc,HS-grad,Married,Other-service,White,Male,60,1
37,Private,HS-grad,Married,Exec-managerial,White,Male,45,1
51,Private,HS-grad,Married,Machine-op-inspct,Black,Male,40,1
43,Private,Masters,Married,Exec-managerial,White,Male,40,1
46,Local-gov,HS-grad,Married,Craft-repair,White,Male,40,0
42,Local-gov,Masters,Married,Exec-managerial,White,Male,60,1
45,Private,Some-college,Married,Adm-clerical,White,Female,35,1
23,Private,Some-college,Married,Machine-op-inspct,White,Male,40,0
45,Private,Bachelors,Married,Sales,White,Male,40,1
30,State-gov,HS-grad,Married,Adm-clerical,White,Male,40,0
49,Private,Assoc,Married-civ-spouse,Sales,White,Female,40,1
57,Private,Prof-school,Married,Craft-repair,Asian-Pac-Islander,Male,40,1
42,Self-emp-not-inc,Bachelors,Married,Farming-fishing,White,Male,80,1
43,Local-gov,Some-college,Married,Adm-clerical,White,Female,40,1
43,Private,Some-college,Married,Exec-managerial,White,Male,40,1
42,Private,Prof-school,Married,Prof-specialty,White,Male,60,1
53,Private,Bachelors,Married,Exec-managerial,White,Male,55,1
40,Local-gov,Masters,Married,Prof-specialty,White,Male,48,1
41,Private,Bachelors,Married,Exec-managerial,White,Male,60,1
49,Private,Bachelors,Married,Craft-repair,White,Male,40,1
31,Self-emp-not-inc,Bachelors,Married,Prof-specialty,White,Male,50,1
34,Private,Masters,Married,Exec-managerial,White,Male,50,1
40,Federal-gov,Masters,Married,Tech-support,Asian-Pac-Islander,Male,40,1
50,Private,Some-college,Married,Adm-clerical,White,Female,38,1
54,Private,HS-grad,Married,Craft-repair,Asian-Pac-Islander,Male,40,1
49,Private,Some-college,Married,Adm-clerical,White,Male,50,1
44,Self-emp-not-inc,Masters,Married,Exec-managerial,White,Female,60,1
57,Local-gov,Bachelors,Married,Prof-specialty,White,Male,40,1
28,Local-gov,Masters,Married,Prof-specialty,White,Female,55,0
57,Private,Some-college,Married,Sales,White,Male,40,1
59,Private,Bachelors,Married,Prof-specialty,White,Male,43,1
38,Private,Assoc,Married-civ-spouse,Exec-managerial,White,Female,40,1
36,Self-emp-not-inc,HS-grad,Married,Farming-fishing,White,Male,60,1
55,Private,Some-college,Married,Exec-managerial,White,Male,40,1
34,Self-emp-not-inc,HS-grad,Married,Sales,White,Male,60,1
51,Private,Some-college,Married,Sales,White,Male,50,1
46,Private,HS-grad,Married,Transport-moving,White,Male,70,1
33,Private,Masters,Married,Exec-managerial,White,Male,45,1
31,State-gov,Bachelors,Married,Prof-specialty,White,Female,35,1
31,Private,Bachelors,Married,Exec-managerial,White,Female,35,1
59,Self-emp-not-inc,HS-grad,Married,Exec-managerial,White,Male,52,1
48,Private,Assoc,Married-civ-spouse,Sales,White,Male,40,1
33,Private,Bachelors,Married,Exec-managerial,White,Male,45,1
46,Private,Some-college,Married,Craft-repair,White,Male,50,1
53,Private,Bachelors,Married,Exec-managerial,Black,Male,40,1
39,Private,Masters,Married,Prof-specialty,White,Female,18,1
44,Self-emp-not-inc,HS-grad,Married,Prof-specialty,White,Male,40,1
45,Private,Masters,Married,Exec-managerial,White,Male,50,1
42,Local-gov,Bachelors,Married,Protective-serv,White,Male,40,1
24,Self-emp-not-inc,7th-8th,Married,Transport-moving,White,Male,40,1
57,Private,Bachelors,Married,Sales,White,Male,40,1
51,Local-gov,Bachelors,Married,Prof-specialty,White,Male,40,1
50,Private,Bachelors,Married,Exec-managerial,White,Male,40,1
52,Private,Masters,Married,Exec-managerial,White,Male,50,1
44,Private,Some-college,Married,Sales,Asian-Pac-Islander,Male,40,1
47,Self-emp-inc,Bachelors,Married,Exec-managerial,White,Male,45,1
36,Private,Bachelors,Married,Sales,White,Male,45,1
34,Private,Some-college,Married,Prof-specialty,White,Male,38,1
49,Private,Bachelors,Married,Exec-managerial,White,Male,50,1
45,Private,Bachelors,Married,Sales,White,Male,45,1
46,Private,Bachelors,Married,Exec-managerial,White,Male,50,1
53,Self-emp-inc,Bachelors,Married,Exec-managerial,White,Male,48,1
63,State-gov,Doctorate,Married,Exec-managerial,White,Male,50,1
52,Private,Bachelors,Married,Prof-specialty,White,Male,40,1
44,Private,Bachelors,Married,Exec-managerial,Black,Male,40,1
37,Private,Bachelors,Married,Sales,White,Male,40,1
44,State-gov,Doctorate,Married,Prof-specialty,White,Male,40,1
53,Private,Bachelors,Married,Prof-specialty,White,Male,40,1
32,Private,Bachelors,Married,Tech-support,White,Male,40,1
50,State-gov,Doctorate,Married,Prof-specialty,White,Male,45,1
42,Federal-gov,Masters,Married,Prof-specialty,Asian-Pac-Islander,Male,40,1
50,Private,Assoc,Married-civ-spouse,Craft-repair,White,Male,40,1
33,Private,Bachelors,Married,Sales,White,Male,55,1
50,Local-gov,Masters,Married,Prof-specialty,White,Female,40,1
32,Private,Bachelors,Married,Prof-specialty,White,Female,32,1
41,Private,HS-grad,Married,Prof-specialty,White,Male,40,1
54,Private,HS-grad,Married,Exec-managerial,White,Male,55,1
34,Private,Assoc,Married-civ-spouse,Sales,Black,Male,50,1
41,Self-emp-inc,Bachelors,Married,Exec-managerial,White,Male,55,1
39,Self-emp-inc,Prof-school,Married,Prof-specialty,White,Male,50,1
42,Federal-gov,Masters,Married,Prof-specialty,White,Male,40,1
31,Private,Bachelors,Married,Sales,White,Male,45,1
45,Private,Assoc,Married-civ-spouse,Prof-specialty,White,Male,42,1
41,Private,Bachelors,Married,Tech-support,White,Male,42,1
48,Private,Masters,Married,Exec-managerial,White,Female,38,1
32,Self-emp-inc,HS-grad,Married,Farming-fishing,White,Male,55,1
41,Private,Some-college,Married,Machine-op-inspct,Black,Male,40,1
31,Self-emp-not-inc,Bachelors,Married,Exec-managerial,White,Female,40,1
30,Self-emp-inc,Some-college,Married,Exec-managerial,Asian-Pac-Islander,Male,40,1
41,Private,Some-college,Married,Exec-managerial,White,Female,40,1
48,Private,Masters,Married,Prof-specialty,White,Male,40,1
60,State-gov,Doctorate,Married,Prof-specialty,White,Male,40,1
38,Self-emp-not-inc,Bachelors,Married,Exec-managerial,Asian-Pac-Islander,Male,65,1
46,Private,5th-6th,Married,Transport-moving,Amer-Indian-Eskimo,Male,40,0
28,Private,Some-college,Married,Sales,White,Male,55,1
64,Self-emp-inc,Doctorate,Married,Exec-managerial,White,Male,60,1
42,Private,Masters,Married,Prof-specialty,White,Male,50,1
43,Private,Assoc,Married-civ-spouse,Tech-support,White,Female,32,1
61,Self-emp-inc,Some-college,Married,Sales,White,Male,35,1
48,Private,Doctorate,Married,Prof-specialty,Asian-Pac-Islander,Male,40,1
46,Local-gov,Masters,Married,Exec-managerial,White,Male,45,1
44,Private,Bachelors,Married,Exec-managerial,White,Male,50,1
39,Federal-gov,Some-college,Married,Exec-managerial,White,Male,50,1
46,Self-emp-not-inc,Bachelors,Married,Sales,White,Male,40,1
48,Private,Doctorate,Married,Prof-specialty,White,Male,50,1
27,Private,11th,Married,Craft-repair,White,Male,40,1
22,Federal-gov,Some-college,Married,Sales,White,Male,37,0
51,Federal-gov,Bachelors,Married,Exec-managerial,White,Male,40,0
48,State-gov,Some-college,Married,Protective-serv,White,Male,40,1
52,Private,Assoc,Married-civ-spouse,Craft-repair,White,Male,40,1
31,Self-emp-not-inc,HS-grad,Married,Craft-repair,White,Male,40,1
53,Private,Bachelors,Married,Adm-clerical,White,Male,40,1
51,Private,Masters,Married,Prof-specialty,White,Male,60,1
46,Local-gov,Doctorate,Married,Prof-specialty,White,Female,52,1
25,Private,Some-college,Married,Adm-clerical,Black,Male,36,1
46,Private,HS-grad,Married,Craft-repair,Black,Male,40,1
57,Self-emp-inc,HS-grad,Married,Sales,White,Male,30,1
44,Private,Bachelors,Married,Prof-specialty,White,Male,50,1
42,Private,HS-grad,Married,Transport-moving,White,Male,50,1
42,Private,Masters,Married,Adm-clerical,White,Male,40,1
30,Private,Bachelors,Married,Prof-specialty,White,Male,55,1
54,State-gov,Doctorate,Married,Exec-managerial,White,Male,50,1
46,Self-emp-not-inc,Prof-school,Married,Prof-specialty,White,Male,45,1
33,Private,Bachelors,Married,Adm-clerical,White,Male,50,1
38,Private,Some-college,Married,Exec-managerial,White,Male,50,1
50,Private,Masters,Married,Craft-repair,White,Male,45,1
46,Private,11th,Married,Craft-repair,White,Male,40,1
41,Self-emp-not-inc,Masters,Married,Sales,White,Female,35,1
56,Private,Bachelors,Married,Prof-specialty,White,Male,65,1
39,Private,Bachelors,Married,Prof-specialty,White,Male,50,1
46,Self-emp-not-inc,Doctorate,Married,Prof-specialty,White,Male,50,1
48,Local-gov,7th-8th,Married,Transport-moving,White,Male,40,0
35,Private,Doctorate,Married,Prof-specialty,Asian-Pac-Islander,Male,40,1
56,Private,Some-college,Married,Craft-repair,White,Male,60,1
49,Self-emp-inc,HS-grad,Married,Exec-managerial,White,Male,60,1
61,State-gov,Prof-school,Married,Prof-specialty,White,Male,40,1
43,Private,HS-grad,Married,Craft-repair,White,Male,40,1
37,Private,HS-grad,Married,Craft-repair,White,Male,50,0
43,Private,Bachelors,Married,Machine-op-inspct,White,Male,40,1
41,Private,HS-grad,Married,Sales,White,Male,40,1
30,Private,Bachelors,Married,Adm-clerical,White,Male,40,1
58,Private,Some-college,Married,Protective-serv,White,Male,40,1
40,Private,HS-grad,Married,Prof-specialty,White,Male,40,1
44,State-gov,Masters,Married,Exec-managerial,White,Male,40,1
40,Private,Bachelors,Married,Exec-managerial,White,Male,32,1
58,Private,HS-grad,Married,Craft-repair,White,Male,40,0
48,Self-emp-not-inc,HS-grad,Married,Craft-repair,White,Male,40,1
49,Private,HS-grad,Married,Machine-op-inspct,White,Male,40,0
50,Private,Bachelors,Married,Exec-managerial,White,Male,50,1
43,Private,Bachelors,Married,Sales,White,Male,55,1
53,Private,HS-grad,Married,Transport-moving,White,Male,40,1
42,Private,Doctorate,Married,Prof-specialty,White,Male,50,1
56,Self-emp-inc,HS-grad,Married,Sales,White,Male,40,1
44,Private,Bachelors,Married,Exec-managerial,White,Male,56,1
29,Private,Bachelors,Married,Prof-specialty,White,Female,50,1
35,Private,HS-grad,Married,Sales,White,Male,40,1
44,Private,HS-grad,Married,Sales,White,Male,40,1
34,Federal-gov,Bachelors,Married,Protective-serv,White,Male,48,1
42,Private,Masters,Married,Prof-specialty,Asian-Pac-Islander,Male,55,1
43,Private,Bachelors,Married,Prof-specialty,White,Male,40,1
57,Private,Assoc,Married-civ-spouse,Prof-specialty,White,Male,45,0
32,Private,Bachelors,Married,Exec-managerial,White,Male,60,1
33,Private,Bachelors,Married,Adm-clerical,White,Male,45,1
43,Self-emp-not-inc,Some-college,Married,Exec-managerial,White,Male,15,1
32,Private,HS-grad,Married,Sales,White,Male,50,1
36,Private,HS-grad,Married,Craft-repair,White,Male,48,1
50,Self-emp-not-inc,HS-grad,Married,Sales,White,Male,60,1
27,Private,HS-grad,Married,Transport-moving,White,Male,45,0
60,Private,Prof-school,Married,Exec-managerial,White,Male,40,1
53,Private,Masters,Married,Exec-managerial,White,Male,50,1
61,State-gov,Doctorate,Married,Prof-specialty,White,Male,40,1
32,Private,Bachelors,Married,Sales,White,Male,40,1
52,Self-emp-inc,Bachelors,Married,Exec-managerial,White,Male,60,1
37,Private,HS-grad,Married,Exec-managerial,White,Male,55,1
33,Private,HS-grad,Married,Tech-support,White,Female,40,1
57,Self-emp-not-inc,Doctorate,Married,Sales,White,Male,40,1
43,Private,HS-grad,Married,Craft-repair,White,Male,99,1
50,Private,HS-grad,Married,Exec-managerial,White,Male,40,1
43,Private,Some-college,Married,Craft-repair,White,Male,40,1
45,Private,HS-grad,Married,Other-service,White,Male,40,1
37,Self-emp-not-inc,HS-grad,Married,Sales,White,Male,45,1
31,Private,Masters,Married,Prof-specialty,White,Male,43,1
33,Private,Assoc,Married-civ-spouse,Craft-repair,White,Male,50,1
56,Self-emp-not-inc,HS-grad,Married,Other-service,White,Male,50,1
43,Private,Some-college,Married,Prof-specialty,White,Female,50,1
52,Private,10th,Married,Craft-repair,White,Male,47,1
38,Private,Bachelors,Married,Prof-specialty,White,Male,40,1
57,Private,HS-grad,Married,Transport-moving,White,Male,40,1
41,Private,Some-college,Married,Craft-repair,White,Male,50,1
37,Private,HS-grad,Married,Exec-managerial,White,Male,50,1
42,Private,HS-grad,Married,Craft-repair,White,Male,40,1
44,Private,Masters,Married,Prof-specialty,White,Male,35,1
39,Private,Bachelors,Married,Exec-managerial,White,Male,50,1
53,Federal-gov,Some-college,Married,Exec-managerial,Asian-Pac-Islander,Female,40,1
51,Private,Some-college,Married,Exec-managerial,White,Male,65,1
38,Private,Bachelors,Married,Exec-managerial,White,Male,50,1
43,Local-gov,Some-college,Married,Protective-serv,White,Male,40,1
33,Self-emp-inc,Assoc,Married-civ-spouse,Exec-managerial,White,Male,60,1
43,Private,Bachelors,Married,Sales,White,Male,40,1
35,Private,Bachelors,Married,Exec-managerial,White,Male,45,1
41,Private,Some-college,Married,Exec-managerial,White,Male,50,1
45,Private,Some-college,Married,Craft-repair,White,Male,40,1
59,Private,HS-grad,Married,Machine-op-inspct,White,Male,40,1
30,Local-gov,Masters,Married,Prof-specialty,White,Male,45,1
32,State-gov,Bachelors,Married,Protective-serv,White,Male,45,1
39,Federal-gov,Bachelors,Married,Protective-serv,White,Male,60,1
43,Self-emp-not-inc,Bachelors,Married,Prof-specialty,White,Female,70,1
32,Private,Bachelors,Married,Exec-managerial,White,Male,55,1
39,Local-gov,HS-grad,Married,Protective-serv,White,Male,40,1
