age,workclass,education,marital.status,hours.per.week,sex,race,income
28,Private,HS-grad,Never-married,40,Male,White,0
19,Private,Some-college,Never-married,20,Male,White,0
23,Private,11th,Never-married,40,Male,Black,0
23,Private,Some-college,Never-married,40,Male,Black,0
35,Private,HS-grad,Never-married,40,Male,Other,0
33,Private,HS-grad,Never-married,40,Male,White,0
27,Federal-gov,Some-college,Never-married,30,Male,Other,0
22,Private,Some-college,Never-married,18,Female,Black,0
20,Private,Some-college,Never-married,36,Male,White,0
37,Private,Some-college,Divorced,35,Female,White,0
47,Local-gov,HS-grad,Never-married,40,Male,Black,0
34,Private,HS-grad,Never-married,40,Male,Black,0
19,Private,Some-college,Never-married,40,Male,White,0
18,Private,Some-college,Never-married,12,Female,Black,0
21,Private,Some-college,Never-married,40,Male,White,0
44,Private,HS-grad,Never-married,40,Male,White,0
19,Local-gov,HS-grad,Never-married,40,Female,Other,0
19,Private,Some-college,Never-married,60,Male,White,0
56,Private,HS-grad,Widowed,28,Female,White,0
19,Local-gov,Some-college,Never-married,35,Male,Amer-Indian-Eskimo,0
26,Private,HS-grad,Never-married,32,Male,Black,0
17,Private,HS-grad,Never-married,25,Male,Black,0
19,Private,Some-college,Never-married,11,Male,White,0
18,Private,Some-college,Never-married,20,Female,Black,0
54,Self-emp-not-inc,HS-grad,Separated,15,Male,Other,0
42,Private,HS-grad,Divorced,40,Male,White,1
20,Private,Some-college,Never-married,15,Male,Other,0
51,Private,Assoc,Divorced,60,Female,White,0
21,Private,Some-college,Never-married,2,Female,Black,0
21,Private,Some-college,Never-married,15,Female,White,0
22,Private,Some-college,Never-married,18,Female,Black,0
19,Private,Some-college,Never-married,20,Female,Black,0
21,Private,Some-college,Never-married,15,Female,White,0
41,Local-gov,Preschool,Never-married,35,Male,White,0
20,Private,Some-college,Never-married,32,Female,Black,0
48,Private,Some-college,Never-married,40,Male,Black,0
24,Private,HS-grad,Never-married,45,Male,White,0
21,Private,Some-college,Never-married,10,Male,Black,0
20,Private,Some-college,Never-married,24,Male,Black,0
30,Private,Preschool,Never-married,40,Male,White,0
18,Private,Some-college,Never-married,38,Male,White,0
18,Private,Some-college,Never-married,12,Female,White,0
19,Private,Some-college,Never-married,20,Female,White,0
31,Private,HS-grad,Married,30,Male,Black,0
20,Private,Some-college,Never-married,32,Female,Black,0
39,Private,HS-grad,Never-married,40,Female,Black,0
19,Private,Some-college,Never-married,4,Female,White,0
24,Private,HS-grad,Never-married,40,Male,Black,0
23,Private,HS-grad,Never-married,38,Male,Black,0
33,Self-emp-not-inc,Assoc,Divorced,60,Female,White,0
39,Private,HS-grad,Never-married,40,Female,Black,0
37,Private,Some-college,Divorced,35,Female,White,0
18,Private,Some-college,Never-married,28,Female,Black,0
19,Private,Some-college,Never-married,40,Male,White,0
45,Federal-gov,HS-grad,Separated,15,Male,Black,0
17,Private,11th,Never-married,30,Female,White,0
21,Private,Some-college,Never-married,10,Female,White,0
20,Private,Some-college,Never-married,20,Female,Black,0
21,Private,Some-college,Never-married,28,Male,Black,0
19,Private,Some-college,Never-married,20,Male,White,0
19,Local-gov,Some-college,Never-married,35,Male,White,0
52,Private,Some-college,Divorced,40,Male,White,0
29,Local-gov,HS-grad,Divorced,10,Male,White,0
21,Private,Some-college,Never-married,28,Male,Black,0
21,Private,Some-college,Never-married,25,Male,White,0
19,Private,HS-grad,Never-married,80,Female,Black,0
41,Local-gov,Preschool,Never-married,35,Male,White,0
19,Private,Some-college,Never-married,17,Female,White,0
22,Private,Some-college,Never-married,10,Male,White,0
40,Private,HS-grad,Divorced,65,Male,White,0
21,Private,HS-grad,Never-married,10,Female,White,0
56,Private,HS-grad,Widowed,28,Female,White,0
22,Private,Some-college,Never-married,40,Female,Black,0
28,Private,Some-college,Separated,50,Female,White,0
48,Private,Some-college,Never-married,40,Male,Black,0
19,Private,Some-college,Never-married,9,Male,White,0
18,Private,11th,Never-married,25,Male,Black,0
48,Private,Some-college,Never-married,40,Male,Black,0
36,Private,7th-8th,Divorced,44,Male,White,0
37,Private,9th,Never-married,40,Male,White,0
20,Private,Some-college,Never-married,30,Female,Black,0
20,Private,Some-college,Never-married,25,Female,Black,0
18,Private,Some-college,Never-married,10,Female,Black,0
20,Private,Some-college,Never-married,32,Female,Black,0
64,Private,Some-college,Divorced,35,Male,White,1
20,Private,Some-college,Never-married,15,Male,Black,0
18,Private,Some-college,Never-married,15,Male,White,0
24,Private,Bachelors,Never-married,50,Female,White,0
54,Private,12th,Divorced,40,Male,White,0
50,Private,9th,Never-married,40,Male,Black,0
48,Private,Some-college,Never-married,40,Male,Black,0
20,Private,Some-college,Never-married,20,Male,White,0
18,Private,11th,Never-married,18,Female,White,0
21,Private,Some-college,Never-married,40,Male,White,0
18,Private,Some-college,Never-married,40,Female,White,0
42,Federal-gov,Doctorate,Divorced,20,Male,White,0
18,Self-emp-not-inc,Some-college,Never-married,20,Female,White,0
19,Private,Some-college,Never-married,10,Male,White,0
30,Private,9th,Never-married,40,Male,White,0
20,Private,Some-college,Never-married,24,Male,Black,0
22,Private,Some-college,Never-married,25,Male,White,0
29,Private,Some-college,Never-married,40,Male,White,0
21,Local-gov,Some-college,Never-married,16,Female,White,0
19,Federal-gov,Some-college,Never-married,15,Female,Black,0
19,Federal-gov,Some-college,Never-married,15,Female,Black,0
30,Private,9th,Never-married,40,Male,White,0
29,Private,Some-college,Never-married,30,Female,Black,0
20,Private,Some-college,Never-married,30,Male,White,0
43,Private,Assoc,Divorced,55,Male,White,0
18,Private,HS-grad,Never-married,25,Female,White,0
18,Private,HS-grad,Never-married,40,Female,Black,0
19,Private,Some-college,Never-married,20,Female,Asian-Pac-Islander,0
18,Private,Some-college,Never-married,40,Male,Black,0
23,Private,Some-college,Never-married,40,Male,Black,0
22,Private,Some-college,Never-married,24,Female,White,0
19,Federal-gov,Some-college,Never-married,5,Female,Black,0
19,Private,HS-grad,Never-married,30,Male,White,0
18,Self-emp-not-inc,Some-college,Never-married,4,Male,White,0
20,Private,Some-college,Never-married,10,Female,Black,0
50,Private,9th,Never-married,40,Male,Black,0
18,Private,HS-grad,Never-married,25,Female,White,0
40,Private,HS-grad,Never-married,38,Male,Black,0
28,Private,Some-college,Never-married,40,Male,Black,0
19,Private,Some-college,Never-married,20,Male,Black,0
20,Private,HS-grad,Never-married,20,Female,White,0
20,Private,Some-college,Never-married,6,Female,White,0
27,Private,HS-grad,Never-married,40,Female,Black,0
41,Local-gov,Preschool,Never-married,35,Male,White,0
41,Private,Some-college,Divorced,50,Male,White,0
32,Private,Some-college,Never-married,30,Female,White,0
48,Private,Masters,Divorced,40,Female,White,0
22,Private,Some-college,Never-married,40,Female,Black,0
25,Private,Bachelors,Never-married,30,Male,White,0
22,Private,Some-college,Never-married,30,Male,Black,0
18,Private,Some-college,Never-married,10,Female,White,0
19,Private,Some-college,Never-married,30,Female,Black,0
20,Private,Some-college,Never-married,30,Male,Black,0
38,Private,HS-grad,Widowed,45,Male,White,0
18,Self-emp-inc,Some-college,Never-married,8,Female,White,0
18,Private,HS-grad,Never-married,25,Female,White,0
25,Private,Some-college,Never-married,42,Male,Black,0
46,State-gov,Some-college,Divorced,40,Female,Other,0
42,Private,7th-8th,Separated,45,Male,White,0
18,Private,10th,Never-married,35,Female,Black,0
18,Private,Some-college,Never-married,35,Male,White,0
23,Private,Some-college,Never-married,40,Male,Black,0
21,Private,Some-college,Never-married,20,Female,Black,0
18,Private,HS-grad,Never-married,25,Female,White,0
19,Private,HS-grad,Never-married,30,Male,White,0
35,Private,12th,Divorced,40,Male,White,0
18,Private,Some-college,Never-married,40,Male,White,0
20,Private,Some-college,Never-married,16,Male,White,0
20,Private,Some-college,Never-married,15,Male,Black,0
18,Private,11th,Never-married,25,Male,Black,0
18,Self-emp-not-inc,Some-college,Never-married,20,Female,White,0
18,Private,Some-college,Never-married,34,Female,Black,0
18,Private,Some-college,Never-married,40,Male,White,0
50,Private,9th,Never-married,40,Male,Black,0
22,State-gov,Some-college,Never-married,25,Male,Black,0
21,Private,Some-college,Never-married,40,Male,White,0
22,Private,Some-college,Never-married,40,Female,Black,0
36,Private,HS-grad,Divorced,60,Male,White,0
21,Federal-gov,Some-college,Never-married,75,Male,Black,0
45,Private,10th,Never-married,40,Male,White,0
18,Private,HS-grad,Never-married,25,Female,White,0
21,Private,Some-college,Never-married,45,Male,Black,0
20,Private,Some-college,Never-married,3,Female,Other,0
19,Private,Some-college,Never-married,60,Male,White,0
30,Private,HS-grad,Never-married,40,Female,Black,0
22,State-gov,Some-college,Never-married,25,Male,Black,0
28,Private,Some-college,Separated,50,Female,White,0
22,State-gov,Some-college,Never-married,25,Male,Black,0
18,Private,HS-grad,Never-married,25,Female,White,0
52,Private,Some-college,Married,40,Male,White,0
18,Private,Some-college,Never-married,20,Female,White,0
19,Private,Some-college,Never-married,40,Male,White,0
19,Private,Some-college,Never-married,10,Male,White,0
21,Private,Some-college,Never-married,40,Female,Black,0
18,Private,Some-college,Never-married,32,Female,White,0
21,Private,Some-college,Never-married,20,Female,Black,0
18,Private,Some-college,Never-married,40,Male,Black,0
20,Private,Some-college,Never-married,18,Male,Black,0
18,Private,Some-college,Never-married,25,Female,White,0
19,Private,Some-college,Never-married,60,Male,White,0
19,Private,Some-college,Never-married,40,Male,White,0
37,Private,Some-college,Divorced,35,Female,White,0
21,Private,10th,Never-married,40,Male,Black,0
18,Private,Some-college,Never-married,12,Female,White,0
25,Private,Bachelors,Never-married,30,Male,White,0
40,Private,HS-grad,Divorced,40,Female,White,0
35,State-gov,11th,Never-married,40,Male,White,0
19,Private,Some-college,Never-married,10,Female,White,0
22,Private,Some-college,Never-married,10,Male,White,0
37,Private,Bachelors,Separated,35,Female,White,0
20,Private,Some-college,Never-married,20,Male,White,0
34,Private,Some-college,Never-married,40,Male,White,0
30,Private,HS-grad,Divorced,40,Male,White,0
19,Private,Some-college,Never-married,24,Male,White,0
20,Private,Some-college,Never-married,20,Female,Black,0
20,Private,Some-college,Never-married,25,Female,Black,0
37,Local-gov,10th,Never-married,40,Male,Black,0
52,Private,Some-college,Divorced,40,Male,Black,1
19,Private,Some-college,Never-married,20,Male,Black,0
42,Private,5th-6th,Widowed,50,Male,White,0
19,Private,HS-grad,Never-married,28,Female,Black,0
19,Private,HS-grad,Never-married,30,Female,Black,0
22,Private,Some-college,Never-married,70,Male,White,0
22,State-gov,Some-college,Never-married,20,Male,White,0
34,Federal-gov,Some-college,Never-married,10,Male,White,0
19,Private,Some-college,Never-married,5,Female,White,0
19,Private,Some-college,Never-married,10,Female,Black,0
44,Private,HS-grad,Never-married,40,Male,White,0
20,Private,Some-college,Never-married,8,Male,Other,0
18,Private,Some-college,Never-married,21,Female,Black,0
18,Private,Some-college,Never-married,14,Female,White,0
23,Private,11th,Married,40,Male,White,0
19,Private,Some-college,Never-married,20,Female,Asian-Pac-Islander,0
22,Private,Some-college,Never-married,25,Female,White,0
48,Private,Some-college,Divorced,36,Female,White,0
20,Private,Some-college,Never-married,30,Female,Black,0
20,Private,Some-college,Never-married,6,Female,White,0
60,Private,HS-grad,Widowed,40,Male,White,0
19,Private,HS-grad,Never-married,20,Female,White,0
22,Private,Some-college,Never-married,25,Female,Black,0
70,Self-emp-inc,HS-grad,Married,40,Male,White,1
71,Private,HS-grad,Married,40,Female,White,0
60,State-gov,HS-grad,Married,40,Male,White,0
50,Private,Assoc,Married,40,Female,White,0
30,Private,Bachelors,Married,40,Male,White,0
29,Private,Bachelors,Married,40,Female,White,0
23,Private,Bachelors,Married,36,Female,White,0
24,Private,Bachelors,Married,40,Male,White,1
58,Private,1st-4th,Married,40,Male,White,0
52,Private,12th,Married,40,Female,White,0
33,Private,Assoc,Never-married,22,Male,White,0
55,Private,HS-grad,Married,40,Male,Black,0
26,Private,HS-grad,Never-married,40,Female,Black,0
37,Self-emp-not-inc,Some-college,Never-married,40,Male,White,0
29,Self-emp-not-inc,HS-grad,Never-married,40,Male,White,0
56,Private,Preschool,Divorced,40,Male,Amer-Indian-Eskimo,0
19,Private,HS-grad,Never-married,35,Male,Black,0
28,Private,Bachelors,Married,40,Male,White,0
30,Private,Assoc,Married,40,Female,White,0
42,Private,HS-grad,Separated,45,Female,White,0
59,Private,HS-grad,Married,50,Male,White,0
62,Private,Bachelors,Married,45,Female,White,0
25,Private,Some-college,Never-married,50,Male,White,0
25,Private,Some-college,Never-married,45,Female,White,0
53,Local-gov,HS-grad,Divorced,40,Female,White,1
24,Private,Assoc,Never-married,40,Male,White,0
32,Private,HS-grad,Married,48,Female,White,1
33,Private,HS-grad,Married,50,Male,White,1
61,Private,Some-college,Married,40,Male,White,1
39,Private,Bachelors,Never-married,40,Female,White,1
73,Local-gov,10th,Never-married,40,Male,Black,0
31,Private,1st-4th,Never-married,40,Male,Other,0
35,Private,1st-4th,Never-married,80,Female,Other,0
61,Private,Some-college,Married,40,Female,White,1
36,Private,HS-grad,Married,40,Male,White,0
36,Private,Bachelors,Married,40,Male,White,1
35,Private,Assoc,Married,40,Female,White,1
58,Private,Some-college,Married,40,Male,White,0
55,Private,9th,Married,36,Female,White,0
50,Self-emp-not-inc,HS-grad,Married,50,Male,Black,0
32,Private,Some-college,Married,40,Female,Black,0
66,Private,Masters,Married,40,Male,White,1
67,Self-emp-not-inc,Some-college,Married,50,Female,White,1
54,Private,Some-college,Married,40,Female,White,0
56,Private,Some-college,Married,28,Male,White,0
27,Private,HS-grad,Married,40,Female,White,0
29,Private,Some-college,Married,40,Male,White,0
51,State-gov,Bachelors,Married,40,Female,White,0
50,Private,HS-grad,Married,55,Male,White,1
43,Private,Some-college,Married,35,Female,Black,0
29,Private,HS-grad,Married,45,Male,White,0
59,Self-emp-not-inc,Some-college,Divorced,50,Male,White,1
54,Private,Assoc,Married,45,Female,White,1
58,Private,Assoc,Married,70,Male,White,1
24,Private,Some-college,Never-married,12,Female,White,0
24,Private,Bachelors,Never-married,25,Male,White,0
64,Private,HS-grad,Separated,60,Female,White,0
50,Federal-gov,HS-grad,Married,40,Male,White,1
44,Self-emp-not-inc,HS-grad,Married,40,Female,White,0
21,Private,Assoc,Never-married,12,Male,White,0
43,Private,Some-college,Divorced,40,Male,White,1
46,Private,Doctorate,Married,40,Male,White,1
45,Private,Doctorate,Married,40,Female,White,1
52,Private,Masters,Married,15,Female,White,0
51,Private,Masters,Married,60,Male,White,1
20,Private,Some-college,Married,20,Male,White,0
65,Local-gov,HS-grad,Married,50,Male,White,0
23,Private,Masters,Never-married,45,Male,White,0
67,Private,Assoc,Married,25,Male,White,0
61,Private,HS-grad,Married,35,Female,White,0
57,Private,Assoc,Married,40,Female,White,0
56,Private,HS-grad,Married,45,Male,White,0
45,Private,Assoc,Divorced,32,Female,White,0
59,Self-emp-not-inc,Assoc,Married,5,Male,White,0
44,Private,Masters,Married,40,Male,White,1
60,Private,Bachelors,Married,40,Male,Black,0
34,Private,Some-college,Married,50,Male,White,1
32,Private,Some-college,Married,16,Female,White,0
70,Private,HS-grad,Married,12,Male,White,0
69,Private,10th,Married,15,Female,Black,0
57,Federal-gov,HS-grad,Married,40,Male,White,1
54,Private,Some-college,Married,40,Female,White,0
68,Private,HS-grad,Married,20,Female,White,0
61,Private,HS-grad,Married,70,Male,White,0
48,Private,Bachelors,Divorced,24,Male,White,0
68,Private,HS-grad,Married,55,Female,White,0
44,Private,HS-grad,Divorced,40,Male,White,0
29,Private,Bachelors,Separated,45,Female,White,0
67,Self-emp-not-inc,HS-grad,Married,95,Male,Black,0
50,Private,HS-grad,Never-married,40,Male,Black,0
