age,workclass,education,marital.status,race,sex,hours.per.week,income
38,Private,Assoc,Married-civ-spouse,White,Female,40,1
36,Self-emp-not-inc,HS-grad,Married,White,Male,60,1
55,Private,Some-college,Married,White,Male,40,1
34,Self-emp-not-inc,HS-grad,Married,White,Male,60,1
51,Private,Some-college,Married,White,Male,50,1
46,Private,HS-grad,Married,White,Male,70,1
33,Private,Masters,Married,White,Male,45,1
31,State-gov,Bachelors,Married,White,Female,35,1
31,Private,Bachelors,Married,White,Female,35,1
59,Self-emp-not-inc,HS-grad,Married,White,Male,52,1
48,Private,Assoc,Married-civ-spouse,White,Male,40,1
33,Private,Bachelors,Married,White,Male,45,1
46,Private,Some-college,Married,White,Male,50,1
53,Private,Bachelors,Married,Black,Male,40,1
39,Private,Masters,Married,White,Female,18,1
44,Self-emp-not-inc,HS-grad,Married,White,Male,40,1
45,Private,Masters,Married,White,Male,50,1
42,Local-gov,Bachelors,Married,White,Male,40,1
24,Self-emp-not-inc,7th-8th,Married,White,Male,40,1
57,Private,Bachelors,Married,White,Male,40,1
51,Local-gov,Bachelors,Married,White,Male,40,1
50,Private,Bachelors,Married,White,Male,40,1
52,Private,Masters,Married,White,Male,50,1
44,Private,Some-college,Married,Asian-Pac-Islander,Male,40,1
47,Self-emp-inc,Bachelors,Married,White,Male,45,1
36,Private,Bachelors,Married,White,Male,45,1
34,Private,Some-college,Married,White,Male,38,1
49,Private,Bachelors,Married,White,Male,50,1
45,Private,Bachelors,Married,White,Male,45,1
46,Private,Bachelors,Married,White,Male,50,1
53,Self-emp-inc,Bachelors,Married,White,Male,48,1
63,State-gov,Doctorate,Married,White,Male,50,1
52,Private,Bachelors,Married,White,Male,40,1
44,Private,Bachelors,Married,Black,Male,40,1
37,Private,Bachelors,Married,White,Male,40,1
44,State-gov,Doctorate,Married,White,Male,40,1
53,Private,Bachelors,Married,White,Male,40,1
32,Private,Bachelors,Married,White,Male,40,1
50,State-gov,Doctorate,Married,White,Male,45,1
42,Federal-gov,Masters,Married,Asian-Pac-Islander,Male,40,1
50,Private,Assoc,Married-civ-spouse,White,Male,40,1
33,Private,Bachelors,Married,White,Male,55,1
50,Local-gov,Masters,Married,White,Female,40,1
32,Private,Bachelors,Married,White,Female,32,1
41,Private,HS-grad,Married,White,Male,40,1
54,Private,HS-grad,Married,White,Male,55,1
34,Private,Assoc,Married-civ-spouse,Black,Male,50,1
41,Self-emp-inc,Bachelors,Married,White,Male,55,1
39,Self-emp-inc,Prof-school,Married,White,Male,50,1
42,Federal-gov,Masters,Married,White,Male,40,1
31,Private,Bachelors,Married,White,Male,45,1
45,Private,Assoc,Married-civ-spouse,White,Male,42,1
41,Private,Bachelors,Married,White,Male,42,1
48,Private,Masters,Married,White,Female,38,1
32,Self-emp-inc,HS-grad,Married,White,Male,55,1
41,Private,Some-college,Married,Black,Male,40,1
31,Self-emp-not-inc,Bachelors,Married,White,Female,40,1
30,Self-emp-inc,Some-college,Married,Asian-Pac-Islander,Male,40,1
41,Private,Some-college,Married,White,Female,40,1
48,Private,Masters,Married,White,Male,40,1
60,State-gov,Doctorate,Married,White,Male,40,1
38,Self-emp-not-inc,Bachelors,Married,Asian-Pac-Islander,Male,65,1
46,Private,5th-6th,Married,Amer-Indian-Eskimo,Male,40,0
28,Private,Some-college,Married,White,Male,55,1
64,Self-emp-inc,Doctorate,Married,White,Male,60,1
42,Private,Masters,Married,White,Male,50,1
43,Private,Assoc,Married-civ-spouse,White,Female,32,1
61,Self-emp-inc,Some-college,Married,White,Male,35,1
48,Private,Doctorate,Married,Asian-Pac-Islander,Male,40,1
46,Local-gov,Masters,Married,White,Male,45,1
44,Private,Bachelors,Married,White,Male,50,1
39,Federal-gov,Some-college,Married,White,Male,50,1
46,Self-emp-not-inc,Bachelors,Married,White,Male,40,1
48,Private,Doctorate,Married,White,Male,50,1
27,Private,11th,Married,White,Male,40,1
22,Federal-gov,Some-college,Married,White,Male,37,0
51,Federal-gov,Bachelors,Married,White,Male,40,0
48,State-gov,Some-college,Married,White,Male,40,1
52,Private,Assoc,Married-civ-spouse,White,Male,40,1
31,Self-emp-not-inc,HS-grad,Married,White,Male,40,1
53,Private,Bachelors,Married,White,Male,40,1
51,Private,Masters,Married,White,Male,60,1
46,Local-gov,Doctorate,Married,White,Female,52,1
25,Private,Some-college,Married,Black,Male,36,1
46,Private,HS-grad,Married,Black,Male,40,1
57,Self-emp-inc,HS-grad,Married,White,Male,30,1
44,Private,Bachelors,Married,White,Male,50,1
42,Private,HS-grad,Married,White,Male,50,1
42,Private,Masters,Married,White,Male,40,1
30,Private,Bachelors,Married,White,Male,55,1
54,State-gov,Doctorate,Married,White,Male,50,1
46,Self-emp-not-inc,Prof-school,Married,White,Male,45,1
33,Private,Bachelors,Married,White,Male,50,1
38,Private,Some-college,Married,White,Male,50,1
50,Private,Masters,Married,White,Male,45,1
46,Private,11th,Married,White,Male,40,1
41,Self-emp-not-inc,Masters,Married,White,Female,35,1
56,Private,Bachelors,Married,White,Male,65,1
39,Private,Bachelors,Married,White,Male,50,1
46,Self-emp-not-inc,Doctorate,Married,White,Male,50,1
48,Local-gov,7th-8th,Married,White,Male,40,0
35,Private,Doctorate,Married,Asian-Pac-Islander,Male,40,1
56,Private,Some-college,Married,White,Male,60,1
49,Self-emp-inc,HS-grad,Married,White,Male,60,1
61,State-gov,Prof-school,Married,White,Male,40,1
43,Private,HS-grad,Married,White,Male,40,1
37,Private,HS-grad,Married,White,Male,50,0
43,Private,Bachelors,Married,White,Male,40,1
41,Private,HS-grad,Married,White,Male,40,1
30,Private,Bachelors,Married,White,Male,40,1
58,Private,Some-college,Married,White,Male,40,1
40,Private,HS-grad,Married,White,Male,40,1
44,State-gov,Masters,Married,White,Male,40,1
40,Private,Bachelors,Married,White,Male,32,1
58,Private,HS-grad,Married,White,Male,40,0
48,Self-emp-not-inc,HS-grad,Married,White,Male,40,1
49,Private,HS-grad,Married,White,Male,40,0
50,Private,Bachelors,Married,White,Male,50,1
43,Private,Bachelors,Married,White,Male,55,1
53,Private,HS-grad,Married,White,Male,40,1
42,Private,Doctorate,Married,White,Male,50,1
56,Self-emp-inc,HS-grad,Married,White,Male,40,1
44,Private,Bachelors,Married,White,Male,56,1
29,Private,Bachelors,Married,White,Female,50,1
35,Private,HS-grad,Married,White,Male,40,1
44,Private,HS-grad,Married,White,Male,40,1
34,Federal-gov,Bachelors,Married,White,Male,48,1
42,Private,Masters,Married,Asian-Pac-Islander,Male,55,1
43,Private,Bachelors,Married,White,Male,40,1
57,Private,Assoc,Married-civ-spouse,White,Male,45,0
32,Private,Bachelors,Married,White,Male,60,1
33,Private,Bachelors,Married,White,Male,45,1
43,Self-emp-not-inc,Some-college,Married,White,Male,15,1
32,Private,HS-grad,Married,White,Male,50,1
36,Private,HS-grad,Married,White,Male,48,1
50,Self-emp-not-inc,HS-grad,Married,White,Male,60,1
27,Private,HS-grad,Married,White,Male,45,0
60,Private,Prof-school,Married,White,Male,40,1
53,Private,Masters,Married,White,Male,50,1
61,State-gov,Doctorate,Married,White,Male,40,1
32,Private,Bachelors,Married,White,Male,40,1
52,Self-emp-inc,Bachelors,Married,White,Male,60,1
37,Private,HS-grad,Married,White,Male,55,1
33,Private,HS-grad,Married,White,Female,40,1
57,Self-emp-not-inc,Doctorate,Married,White,Male,40,1
43,Private,HS-grad,Married,White,Male,99,1
50,Private,HS-grad,Married,White,Male,40,1
43,Private,Some-college,Married,White,Male,40,1
45,Private,HS-grad,Married,White,Male,40,1
37,Self-emp-not-inc,HS-grad,Married,White,Male,45,1
31,Private,Masters,Married,White,Male,43,1
33,Private,Assoc,Married-civ-spouse,White,Male,50,1
56,Self-emp-not-inc,HS-grad,Married,White,Male,50,1
43,Private,Some-college,Married,White,Female,50,1
52,Private,10th,Married,White,Male,47,1
38,Private,Bachelors,Married,White,Male,40,1
57,Private,HS-grad,Married,White,Male,40,1
41,Private,Some-college,Married,White,Male,50,1
37,Private,HS-grad,Married,White,Male,50,1
42,Private,HS-grad,Married,White,Male,40,1
44,Private,Masters,Married,White,Male,35,1
39,Private,Bachelors,Married,White,Male,50,1
53,Federal-gov,Some-college,Married,Asian-Pac-Islander,Female,40,1
51,Private,Some-college,Married,White,Male,65,1
38,Private,Bachelors,Married,White,Male,50,1
43,Local-gov,Some-college,Married,White,Male,40,1
33,Self-emp-inc,Assoc,Married-civ-spouse,White,Male,60,1
43,Private,Bachelors,Married,White,Male,40,1
35,Private,Bachelors,Married,White,Male,45,1
41,Private,Some-college,Married,White,Male,50,1
45,Private,Some-college,Married,White,Male,40,1
59,Private,HS-grad,Married,White,Male,40,1
30,Local-gov,Masters,Married,White,Male,45,1
32,State-gov,Bachelors,Married,White,Male,45,1
39,Federal-gov,Bachelors,Married,White,Male,60,1
43,Self-emp-not-inc,Bachelors,Married,White,Female,70,1
32,Private,Bachelors,Married,White,Male,55,1
39,Local-gov,HS-grad,Married,White,Male,40,1
37,Local-gov,Bachelors,Married,White,Male,40,1
34,Private,Some-college,Married,White,Female,40,1
46,Private,Some-college,Married,White,Male,45,1
51,Local-gov,Doctorate,Married,White,Male,40,1
29,Private,HS-grad,Married,White,Male,55,1
34,Private,Bachelors,Married,White,Female,40,1
50,Private,Some-college,Married,White,Male,35,1
34,Private,Some-college,Married,White,Male,40,1
58,Private,10th,Married,White,Male,40,1
56,Self-emp-not-inc,5th-6th,Married,White,Male,67,1
34,Self-emp-not-inc,Bachelors,Married,Black,Male,48,1
36,Local-gov,Bachelors,Married,White,Male,40,1
46,Private,HS-grad,Married,White,Male,40,1
50,Self-emp-not-inc,HS-grad,Married,White,Male,40,1
27,Self-emp-inc,Bachelors,Married,White,Male,45,1
32,Private,Assoc,Married-civ-spouse,White,Male,40,1
44,Self-emp-inc,HS-grad,Married,White,Male,70,1
39,Private,HS-grad,Married,White,Male,46,1
33,Private,HS-grad,Married,White,Female,20,1
59,Federal-gov,HS-grad,Married,White,Male,40,1
59,Private,Some-college,Married,White,Male,55,1
51,State-gov,Some-college,Married,White,Male,40,1
37,Private,Assoc,Married-civ-spouse,White,Male,40,1
57,Private,HS-grad,Married,Black,Male,40,1
25,Private,Assoc,Married-civ-spouse,White,Female,40,1
54,Private,HS-grad,Married,White,Male,65,1
47,Local-gov,Some-college,Married,White,Male,40,1
52,State-gov,Doctorate,Married,White,Male,70,1
40,Private,Bachelors,Married,White,Male,40,1
27,Private,Bachelors,Married,White,Male,60,1
31,Private,Bachelors,Married,Black,Male,40,1
41,Self-emp-inc,HS-grad,Married,White,Male,55,1
41,Private,HS-grad,Married,White,Male,45,1
50,Private,HS-grad,Married,Black,Male,55,1
36,Private,Some-college,Married,White,Male,40,1
27,Private,HS-grad,Married,Black,Female,40,1
46,Private,Some-college,Married,White,Male,40,1
61,Self-emp-not-inc,HS-grad,Married,White,Male,40,1
39,Local-gov,Bachelors,Married,White,Male,40,1
47,Private,HS-grad,Married,White,Male,45,1
45,Private,HS-grad,Married,White,Male,40,1
55,State-gov,HS-grad,Married,White,Female,40,1
38,Self-emp-not-inc,11th,Married,White,Male,45,1
57,Private,Bachelors,Married,White,Male,55,1
38,Self-emp-not-inc,10th,Married,White,Male,40,1
28,Private,Bachelors,Married,White,Male,40,1
40,Private,Some-college,Married,White,Male,40,1
36,Private,Bachelors,Married,White,Male,50,1
36,Private,HS-grad,Married,White,Male,60,1
30,Self-emp-not-inc,HS-grad,Married,White,Male,50,1
35,Private,HS-grad,Married,White,Female,42,1
32,Self-emp-not-inc,HS-grad,Married,White,Male,60,1
55,Private,HS-grad,Married,White,Male,40,1
29,Private,HS-grad,Married,White,Male,30,1
37,Self-emp-inc,Assoc,Married-civ-spouse,White,Male,40,1
36,Private,Assoc,Married-civ-spouse,White,Male,50,1
40,State-gov,Doctorate,Married,White,Male,50,1
26,Private,Masters,Married,White,Male,40,1
44,Private,Masters,Married,White,Male,60,1
47,Private,Bachelors,Married,White,Male,40,1
35,Private,Masters,Married,White,Male,40,1
58,Private,Some-college,Married,White,Male,40,1
41,Self-emp-inc,HS-grad,Married,White,Male,55,1
41,Private,HS-grad,Married,White,Male,40,1
38,Local-gov,Doctorate,Married,White,Male,50,1
47,Self-emp-not-inc,Bachelors,Married,White,Male,40,1
39,Private,HS-grad,Married,Black,Male,40,1
42,Private,Some-college,Married,White,Male,50,1
42,Private,Bachelors,Married,White,Male,40,1
37,Private,Assoc,Married-civ-spouse,White,Female,35,1
41,Private,Bachelors,Married,White,Male,40,1
51,Private,HS-grad,Married,White,Male,40,1
50,Private,Bachelors,Married,White,Male,50,1
43,Private,10th,Married,Black,Male,40,1
28,Private,Assoc,Married-civ-spouse,White,Male,70,1
35,Self-emp-inc,Assoc,Married-civ-spouse,White,Male,45,1
59,Private,HS-grad,Married,White,Male,40,1
28,Private,Bachelors,Married,White,Male,40,1
42,Self-emp-not-inc,Prof-school,Married,White,Male,40,1
51,Private,Masters,Married,White,Male,47,1
54,Private,Masters,Married,White,Male,44,1
45,Private,HS-grad,Married,White,Male,40,1
38,Local-gov,Bachelors,Married,Black,Female,40,1
46,Federal-gov,Masters,Married,White,Male,40,1
33,Local-gov,Some-college,Married,White,Male,40,1
36,Private,Bachelors,Married,White,Male,40,1
36,Local-gov,Doctorate,Married,White,Male,50,1
61,Federal-gov,Some-college,Married,White,Male,40,1
30,Self-emp-inc,HS-grad,Married,White,Male,48,1
50,Private,Assoc,Married-civ-spouse,White,Female,36,1
58,Private,Assoc,Married-civ-spouse,White,Male,48,1
43,Private,Bachelors,Married,White,Male,40,1
40,Private,Some-college,Married,White,Male,68,1
55,Federal-gov,HS-grad,Married,White,Male,40,1
52,Private,Bachelors,Married,White,Male,40,1
44,Self-emp-not-inc,Some-college,Married,White,Male,55,1
39,Federal-gov,Prof-school,Married,White,Male,50,1
45,Private,Bachelors,Married,White,Male,60,1
42,Self-emp-not-inc,Bachelors,Married,White,Male,40,1
29,Private,Some-college,Married,White,Male,50,1
46,Private,Some-college,Married,White,Male,40,1
55,Private,Bachelors,Married,White,Male,40,1
33,Self-emp-not-inc,Prof-school,Married,White,Male,40,1
44,Private,Some-college,Married,White,Male,60,1
37,Private,Bachelors,Married,White,Male,47,1
64,Self-emp-inc,Assoc,Married-civ-spouse,White,Male,50,1
43,State-gov,Masters,Married,White,Male,45,1
36,Private,Bachelors,Married,White,Male,35,1
55,Private,Bachelors,Married,White,Male,40,1
34,Private,HS-grad,Married,White,Male,45,1
29,Private,Assoc,Married-civ-spouse,White,Male,48,1
37,Private,Some-college,Married,Black,Male,60,1
42,Private,Bachelors,Married,Asian-Pac-Islander,Female,40,1
41,Self-emp-not-inc,Assoc,Married-civ-spouse,White,Male,40,1
45,Local-gov,Some-college,Married,White,Male,40,1
35,Private,HS-grad,Married,Asian-Pac-Islander,Male,50,1
61,Private,Assoc,Married-civ-spouse,White,Male,60,1
49,Private,Some-college,Married,White,Male,40,1
52,Self-emp-not-inc,HS-grad,Married,White,Male,60,1
46,Local-gov,Assoc,Married-civ-spouse,White,Male,50,1
23,Private,Masters,Married,Asian-Pac-Islander,Male,50,1
36,Private,Some-college,Married,White,Male,40,1
43,Local-gov,HS-grad,Married,Other,Male,40,1
35,Local-gov,Masters,Married,White,Male,40,1
39,Private,HS-grad,Married,White,Male,40,1
39,Private,Bachelors,Married,White,Male,40,1
47,Local-gov,Masters,Married,White,Male,50,1
53,Local-gov,Some-college,Married,White,Male,40,1
53,Private,Some-college,Married,White,Male,45,1
26,Private,Masters,Never-married,White,Female,40,0
52,Private,HS-grad,Never-married,White,Male,50,0
61,Private,5th-6th,Divorced,White,Male,56,0
28,Local-gov,HS-grad,Never-married,Black,Male,40,0
42,Private,Masters,Divorced,White,Female,40,0
44,Local-gov,Masters,Never-married,White,Male,42,0
51,Private,HS-grad,Separated,White,Male,40,0
39,Local-gov,HS-grad,Divorced,White,Male,40,0
36,State-gov,Bachelors,Divorced,White,Male,44,0
45,Private,Some-college,Divorced,White,Male,50,0
27,Private,Bachelors,Never-married,White,Male,40,0
40,Local-gov,Masters,Never-married,White,Female,35,0
25,Private,Bachelors,Never-married,White,Female,40,0
47,Private,HS-grad,Divorced,White,Male,40,0
32,Private,Bachelors,Never-married,White,Male,50,0
53,Private,HS-grad,Separated,White,Female,38,0
32,Private,Some-college,Never-married,White,Male,60,0
49,Private,HS-grad,Divorced,White,Male,40,0
27,Private,Assoc,Never-married,White,Female,36,0
26,Private,Bachelors,Never-married,White,Male,38,0
60,Self-emp-not-inc,HS-grad,Separated,Black,Male,50,0
56,Self-emp-not-inc,Masters,Divorced,White,Male,60,0
58,Private,Assoc,Divorced,White,Male,40,0
39,Private,Bachelors,Never-married,White,Male,50,0
53,Private,Masters,Divorced,White,Female,38,0
27,Private,Some-college,Never-married,Asian-Pac-Islander,Male,45,0
46,Local-gov,Masters,Divorced,White,Female,60,0
30,Private,HS-grad,Never-married,White,Male,45,0
38,Local-gov,HS-grad,Never-married,White,Male,40,0
41,Private,Bachelors,Never-married,White,Female,40,0
27,Private,HS-grad,Never-married,White,Male,75,0
43,Private,Bachelors,Divorced,White,Male,40,0
30,Federal-gov,Bachelors,Never-married,White,Male,40,0
25,Private,Bachelors,Never-married,White,Female,40,0
26,Self-emp-not-inc,Bachelors,Divorced,White,Male,38,0
53,Local-gov,Bachelors,Divorced,White,Female,54,0
39,Private,11th,Divorced,White,Male,46,0
47,Local-gov,Some-college,Divorced,White,Female,40,0
44,Private,Some-college,Separated,White,Male,55,0
61,Self-emp-not-inc,HS-grad,Married,White,Male,60,1
44,Private,Assoc,Married-civ-spouse,White,Male,40,1
28,Private,HS-grad,Married,White,Male,42,1
34,Private,Bachelors,Married,White,Male,40,1
39,Private,Bachelors,Married,White,Male,40,1
41,Private,Assoc,Married-civ-spouse,White,Male,48,1
35,Private,Bachelors,Married,White,Male,70,1
34,Private,HS-grad,Married,White,Male,50,1
30,Private,Assoc,Married-civ-spouse,White,Male,50,1
30,Private,HS-grad,Married,White,Male,50,1
33,Local-gov,Bachelors,Married,White,Male,45,1
31,Private,HS-grad,Married,White,Male,40,1
50,Private,HS-grad,Married,White,Male,40,1
27,Private,HS-grad,Married,White,Male,45,1
37,Self-emp-not-inc,HS-grad,Married,White,Male,65,1
30,Private,HS-grad,Married,White,Male,40,1
49,Private,Some-college,Married,White,Male,44,1
52,State-gov,Masters,Married,Black,Female,40,1
39,Local-gov,12th,Married,White,Male,40,1
37,Private,HS-grad,Married,White,Male,48,1
39,Private,Masters,Married,White,Male,50,1
38,Private,Bachelors,Married,White,Male,54,1
44,Private,Bachelors,Married,White,Male,40,1
45,Private,Some-college,Married,White,Male,40,1
54,Private,HS-grad,Married,White,Male,40,1
58,Private,Assoc,Married-civ-spouse,Black,Male,40,1
36,Federal-gov,Bachelors,Married,White,Male,55,1
45,Private,9th,Married,White,Male,40,1
46,Federal-gov,Assoc,Married-civ-spouse,White,Male,40,1
41,Private,HS-grad,Married,White,Male,45,1
41,Federal-gov,Masters,Married,White,Male,40,1
34,Private,HS-grad,Married,White,Male,50,1
33,Federal-gov,Doctorate,Married,White,Male,40,1
63,Private,Bachelors,Married,White,Male,40,1
56,Private,Some-college,Married,White,Male,50,1
48,Local-gov,HS-grad,Married,White,Female,40,1
40,Private,Assoc,Married-civ-spouse,White,Male,55,1
59,Private,Some-college,Married,White,Male,45,1
32,Private,Bachelors,Married,White,Male,50,1
29,Local-gov,Bachelors,Married,White,Male,60,1
41,Private,HS-grad,Married,White,Male,40,1
30,Private,Some-college,Married,White,Male,40,1
